tweetId,bullyLabel,labelUser
270552421913210880,0,1
270552379953397760,0,1
270552371577384960,0,1
270552346419933185,0,1
282520046306197504,1,2
270552161857961985,0,1
270552132518825985,0,1
270552082178797570,0,1
270552057025552385,0,1
270552019268423680,0,1
270552015057321985,0,1
270551981528064000,0,1
270551964742471680,0,1
270551943775125505,0,1
270588132196495360,0,1
270588123837251585,0,1
270588060922695680,0,1
270588035740098560,0,1
270588023165562880,0,1
270588002202419200,0,1
270587888943652865,0,1
270587729560096770,0,1
270587641471303680,0,1
270587557597835265,0,1
270587540824809475,0,1
270587524047585280,0,1
270587498890137600,0,1
270587477922836480,0,1
270587410792992770,0,1
270587314344960000,0,1
270587297534197760,0,1
270587205272080385,0,1
270587180089503745,0,1
270587159134760960,0,1
270587112993210370,0,1
270587037516718080,0,1
270586941014159360,0,1
270586924236939265,0,1
270586890720251905,0,1
270586831979028480,0,1
270586781651595265,0,1
270586760671662080,0,1
270586748088750080,0,1
270586689381089280,0,1
270586634859335680,0,1
270586567742074880,0,1
270586416726167555,0,1
270586370593013760,0,1
270586332869439490,0,1
270586324459847680,0,1
270586186047815680,0,1
270586068603125760,0,1
270586026676875265,0,1
270586022474153985,0,1
270585938592272385,0,1
270585921831829505,0,1
270585787588956160,0,1
270585636598210560,0,1
270585485607444480,0,1
270585468838621185,0,1
270585447871283200,0,1
270585313624203265,0,1
270585242325237760,0,1
270625469894909955,0,1
270625469903294465,0,1
270625327296937985,0,1
270625235030646785,0,1
270625197273538560,0,1
270625146950262785,0,1
270625134379945985,0,1
270625130164670465,0,1
270625125995520000,0,1
270625092415913985,0,1
270625088238407680,0,1
270624987558334465,0,1
270624886920192000,0,1
270624752702484480,0,1
270624731714166785,0,1
270624727519866880,0,1
270624652009807875,0,1
270624618480558080,0,1
270624488436137985,0,1
270624484258611200,0,1
270624337428639745,0,1
270624324845727745,0,1
270624320659804160,0,1
270624249360834560,0,1
270624199041761280,0,1
270624157111316480,0,1
270624119341608960,0,1
270623964160737280,0,1
270623817360089090,0,1
270623783805661185,0,1
270623678922895360,0,1
270623653778038785,0,1
270623649566965760,0,1
270623637009203200,0,1
270623628599627780,0,1
270623259505090560,0,1
270623225971630080,0,1
270623221773107200,0,1
270623154668462080,0,1
270623146263060480,0,1
270623137861877760,0,1
270623028822568960,0,1
270622701658456065,0,1
270622588412243970,0,1
270622571655987200,0,1
270622563246424065,0,1
270622500323467265,0,1
270622441619988480,0,1
270622345159389185,0,1
270622299030446080,0,1
270622110286745600,0,1
270622110274162690,0,1
270622055760793600,1,1
270622022172815360,0,1
270621757948456960,0,1
270621699219804160,0,1
270621602775957505,0,1
270621531477008385,0,1
270621418209828865,0,1
270621283975307265,0,1
270621267231641600,0,1
270621204287733760,0,1
270621191738384385,0,1
270621170741698560,0,1
270621162348888065,0,1
270621099446923265,1,1
270621057482911745,0,1
270620948451979265,0,1
270620864557506560,0,1
270620851995545600,0,1
270620751319674880,0,1
270620625490550785,0,1
270620533220077570,0,1
270620407395143680,0,1
270620344455413760,0,1
270620151521628160,0,1
270620042486497280,0,1
270619954380959745,0,1
270619899880157185,0,1
270619853721845760,0,1
270619841147330560,0,1
270619597877673985,0,1
270619501396107265,0,1
270619388158279680,0,1
270619195245486080,0,1
270619191055355905,0,1
270619191034388480,0,1
270619090387881985,0,1
270619069403770880,0,1
270619006480834560,0,1
270618985505095680,0,1
270618960356065280,0,1
270618872275681280,0,1
270618847118254080,0,1
270618767401299970,0,1
270618608038707200,0,1
270618440270741505,0,1
270618285056327680,0,1
270618280883003395,0,1
270618238931578880,0,1
270618142441615360,0,1
270617995657744385,0,1
270617987269136385,0,1
270617953718906880,0,1
270617874035527680,0,1
270617853034639360,0,1
270617760797716480,0,1
270617685296025600,0,1
270617647534714880,0,1
270617639141908480,0,1
270617572049833985,0,1
270617530073231360,0,1
270617513316986880,0,1
270617509110104065,0,1
270617483965255680,0,1
270617458774261760,0,1
270617253286907905,0,1
270617018376519680,0,1
270616871571701760,0,1
270616775106908160,0,1
270616515089408000,0,1
270616414400942080,0,1
270616221475553280,0,1
270616145961308160,0,1
270616129184092160,0,1
270616116630544385,0,1
270616091435335680,0,1
270615961428705280,0,1
270615432929628160,0,1
270615021908807680,0,1
270614891885363200,0,1
270614388539531265,0,1
270614367568015360,0,1
270614308881305600,0,1
270614254355353600,0,1
270614124302581760,0,1
270612639544131585,0,1
270612589216686080,0,1
270612324954542080,0,1
270612303999795200,0,1
270611817460531200,0,1
270611427377696770,0,1
270611318325796865,0,1
270610747908833280,0,1
270610726949888000,0,1
270610387194507265,0,1
270610156499394560,1,1
270609355395706880,0,1
270609334440980480,0,1
270609216979476480,1,1
270608143250247680,0,1
270608105493114880,0,1
270608097112883200,0,1
270607333753753600,0,1
270607329530101760,0,1
270607325356769280,0,1
270606239032029185,0,1
270660991476445185,0,1
270657958998835200,0,1
270656625218560000,1,1
270656621020061700,0,1
270654779708026880,0,1
270651344573050880,0,1
270650979656011780,0,1
270650879001128960,0,1
270650803516211200,0,1
270650774139330560,0,1
270648886706708480,0,1
270648244965621760,0,1
270647280300851200,0,1
270646529528852480,0,1
270646474977710080,0,1
270646147834593280,0,1
270645262840655875,0,1
270645128610316290,0,1
270644419785539585,0,1
270642679153561600,0,1
270641353745121280,1,1
270640565207572480,1,1
270626703041245185,0,1
270698828297027585,0,1
270697876198391810,0,1
270697519653191680,0,1
270697481900290050,0,1
270690469032361985,0,1
270689831510753280,0,1
270687935693742080,1,1
270687788888883200,0,1
270687365268377600,0,1
270686362808770560,0,1
270743736709939200,1,1
270743686386688000,1,1
270741933129867265,1,1
270738372182548480,1,1
270735301968814080,0,1
270735276786216960,0,1
270734110757109760,0,1
270732223341273090,0,1
270728796594896900,0,1
270723054588538880,0,1
270722970715054080,0,1
270721100047069185,0,1
270720928063836160,0,1
270720240227348480,1,1
270718927389224960,0,1
270716918309212160,0,1
270715831997067265,0,1
270715680997924865,0,1
270713755824967680,1,1
270713751639040000,1,1
270713319608971265,0,1
270712661082271745,0,1
270711692198043650,0,1
270711633498746880,0,1
270710291338240000,1,1
270709246935572480,1,1
270811525021839360,0,1
270811000746434560,0,1
270795062412185600,0,1
270787596534288385,0,1
270783196696817665,0,1
270778822054522880,0,1
270889379730452480,1,1
270907721400872960,1,1
270915963199827970,1,1
270920350441799680,1,1
270922573448105985,1,1
270925249384689665,1,1
270942500590587905,1,1
270945105236619265,1,1
270960427033309185,1,1
270962494816808960,1,1
270976570913587200,1,1
270980014416199680,1,1
270997957657128960,1,1
271003666113245185,1,1
271029352030945280,1,1
271030643876577280,1,1
271039938429071360,1,1
271043637817774080,1,1
271047513358888960,1,1
271047941177896960,0,1
271049929294766080,1,1
271010515399086080,1,1
271019386347864065,1,1
271090702115553280,0,1
271090634981519360,1,1
271089942959095810,1,1
271083647296221185,0,1
271066614231879680,1,1
271066454831554560,1,1
271059639079149570,1,1
271117134610984960,1,1
271121274372239360,1,1
285494705406476288,1,2
285494705402306562,1,2
285493690389110785,0,2
285493514207387649,0,2
285493367423500291,0,2
285490355921633281,1,2
285481807921700864,1,2
285481417843015680,1,2
285462908375277570,1,2
285472895017312256,1,2
285473931001987072,1,2
285474824418107392,1,2
285475109630775296,1,2
285476317565169664,1,2
285459641020841984,1,2
285458756026916864,1,2
285458009461760001,1,2
285456252048392193,1,2
285457900380499968,1,2
285454532375363584,1,2
285442163351896066,1,2
285437197291773952,1,2
285434106119061504,1,2
285426036282363905,1,2
285421300896382977,1,2
285420688544763905,1,2
285419723825508352,1,2
285417819628257280,1,2
285417593131655169,1,2
285411662369009665,1,2
285401642185154560,1,2
285399645717426176,1,2
285396193796833280,1,2
285362362532376576,1,2
282782311928451072,1,2
282539994416029696,1,2
282739706192621568,1,2
282742801588969473,1,2
282753434153787392,1,2
282754621150216192,1,2
282762250564026368,1,2
282769884184727552,1,2
282721607762452482,1,2
282721947509456896,1,2
282722299822608386,1,2
282722371125796864,1,2
282723314865152002,1,2
282728788431867904,1,2
282694911017484288,1,2
282698027372781571,1,2
282676900684521472,1,2
282682504278851584,1,2
282652296897249281,1,2
282654083658158080,1,2
