tweetId,bullyLabel,labelUser
260420065567047680,0,1
260420002660884480,0,1
260419960738816000,0,1
260419763593953280,0,1
260403351269814272,0,1
260419381920686080,1,1
260419289645993985,0,1
260419218326028290,0,1
260419172192890880,0,1
260418970878894080,0,1
260418962486067200,0,1
261858611188346880,0,1
261855629034004480,0,1
261853678674264065,1,1
261847894741639170,1,1
261845625602191360,1,1
261837467689304065,1,1
261828273800110080,1,1
261795600155156480,1,1
261749106282741760,0,1
261709323334471680,1,1
261677190775726080,1,1
261663643148632065,1,1
261659616637747200,1,1
266956875772346370,1,1
266806375777198080,1,1
266238517326249985,1,1
266184964469575680,1,1
260402034270957570,0,1
266135962390773760,1,1
266103267803684865,0,1
266042970476789760,1,1
266037924758425600,1,1
260467918385602560,0,1
260467880641040385,0,1
260466748191555585,0,1
263358355899310080,1,1
263293688090869760,1,1
261244099494027265,0,1
260461782114652160,1,1
260406954197934080,1,1
260406648013742080,1,1
264511693009346560,1,1
261725119062343680,1,1
261700414615982080,1,1
261668898619944960,1,1
261650296881684480,1,1
261630726271795200,1,1
261625374335725570,1,1
261616071361064960,1,1
261554767397023745,1,1
261547515474739200,1,1
261055007695175680,1,1
261049278284308480,1,1
261036326273556480,1,1
260995205329735680,0,1
260989136159272960,1,1
260975492100915200,1,1
260971318772633600,1,1
260968298865377280,1,1
260958370956185600,1,1
263841900400885760,1,1
260403351274004480,0,1
260404722832384001,1,3
260404773130498048,1,3
260404810887593984,1,3
260402038473625600,0,1
260404848648929280,1,3
262017776649113600,1,1
262012886090649600,0,1
261789447115386880,0,1
261789413552578560,0,1
261789388411904000,0,1
261789388390952960,0,1
261789384205025280,0,1
261789384188231680,0,1
261789363225116675,0,1
261789359051796480,0,1
261789359047598080,0,1
261789321294659585,0,1
261789312889278465,0,1
261789308720148480,0,1
261789283533344770,0,1
261789279339028480,0,1
261789266747719680,0,1
261789233201680385,0,1
261789233197486080,0,1
261789229028372480,0,1
261789224813072385,0,1
261789224796299265,0,1
261789203833180160,0,1
261789203833159680,0,1
261789195465523200,0,1
261789195452968960,0,1
261789195436191745,0,1
261789178692526080,0,1
260403351278202881,0,1
260401962967777280,0,1
260473756848373760,1,1
260473664569483265,0,1
260473631031828480,1,1
260473459086336000,0,1
260473224184360960,0,1
260472641188659200,0,1
260472695706226690,0,1
260472611807580160,1,1
260471915578286080,0,1
260471387100155905,1,1
260470682457088000,0,1
260470007153172480,1,1
260470002950492160,0,1
260468853736366080,1,1
260468748878745600,0,1
260884010144788480,0,1
260883653620531200,1,1
260882043007815680,1,1
260881699083284480,1,1
260881292235796480,1,1
260880671457812480,0,1
260880457539928065,0,1
260876837859774465,0,1
260876804313722880,0,1
260874715554529280,0,1
260874031891353600,0,1
260870877774766080,0,1
260870353490944000,1,1
260869200019591170,0,1
260868524736651265,0,1
260867492967239680,0,1
260867132265472000,0,1
260866763141545985,0,1
260865693615001600,0,1
260863462236893185,0,1
260858961748705280,0,1
260857627951652865,0,1
260857376289210370,0,1
260856583561564160,0,1
260856575189729280,1,1
260856193520640000,1,1
260846940869238785,1,1
260846345261301760,0,1
260843358950400000,0,1
260842809488199680,0,1
260842700444688385,0,1
260836039864770560,0,1
260861872587304960,0,1
260861851607367680,1,1
260861667062210560,0,1
260860056449474560,0,1
260859695764480000,0,1
260859041419509760,0,1
260858781397811200,1,1
260858462626529280,0,1
260854134096420865,0,1
260853114893127680,0,1
260847049900167170,1,1
260846768915353600,0,1
260845904863559680,1,1
260841681228812290,0,1
260841588920565760,0,1
260832411808579585,0,1
260830398551035905,0,1
260816356021264385,0,1
261623130362101760,0,1
261621335220957185,0,1
261582491775795200,0,1
267328122028974080,1,1
267323353080135680,1,1
260402038465249280,0,1
267318630310621185,1,1
267266096636231680,0,1
267053952963584000,0,1
266856355074293760,0,1
260402042672144385,0,1
266163057611386880,0,1
266163049239552000,0,1
260402042638581760,0,1
260402042634383360,0,1
266163049214402560,0,1
260402042667925505,0,1
266163045007503360,0,1
266163040846745600,0,1
260402046845460480,0,1
266163036656656385,0,1
266163036652441600,0,1
266163036648263680,0,1
266163036631470080,0,1
266163036623106050,1,1
266163036623093760,0,1
260402051043979265,0,1
266163032437186560,0,1
260402051043958785,0,1
266163024069525505,0,1
260402051048161280,0,1
266163024052776960,0,1
266163019854254080,1,1
266163015680921600,0,1
266162994675855360,0,1
266162990498344960,0,1
266162982109732865,0,1
266162977923805185,0,1
266162965353488385,0,1
260402051043962880,0,1
260402055217295360,0,1
266162944361000960,0,1
266162931794862080,0,1
260402248163672065,0,1
260402235593338880,0,1
260402231407431680,0,1
260402223010426880,0,1
260402222993653760,0,1
270511556826132480,0,1
269151327240716289,0,1
268814189093597184,0,1
268554884641603584,0,1
268187996287811584,0,1
267904553599504384,0,1
267887126249627649,0,1
267887126249627649,0,2
267904553599504384,0,2
268554884641603584,1,2
268814189093597184,0,2
269151327240716289,0,2
260402222993653760,0,2
260402223010426880,0,2
260402231407431680,0,2
260402235593338880,0,2
260402248163672065,0,2
266162931794862080,0,2
266162944361000960,0,2
260402055229870080,0,1
260402055250841600,0,1
266162965353488385,0,2
266162977923805185,0,2
266162982109732865,0,2
266162990498344960,0,2
266162994675855360,0,2
266163015680921600,0,2
266163019854254080,0,2
266163024052776960,0,2
260402059419996160,0,1
266163024069525505,0,2
260402063618478080,0,1
266163032437186560,0,2
260402063643668480,0,1
266163036623093760,0,2
266163036623106050,0,2
266163036631470080,0,2
266163036648263680,0,2
266163036652441600,0,2
266163036656656385,0,2
260402067816980480,0,1
266163040846745600,0,2
266163045007503360,0,2
260402067800195075,1,1
266163049214402560,0,2
260402072019689475,0,1
260402072028053505,0,1
266163049239552000,0,2
266163057611386880,0,2
260403351282388992,0,1
266856355074293760,0,2
267053952963584000,0,2
267266096636231680,0,2
267318630310621185,1,2
260402076205588480,0,1
267323353080135680,1,2
267328122028974080,1,2
261582491775795200,0,2
261621335220957185,0,2
261623130362101760,0,2
260816356021264385,0,2
260830398551035905,0,2
260832411808579585,0,2
260841588920565760,0,2
260841681228812290,0,2
260845904863559680,1,2
260846768915353600,0,2
260847049900167170,1,2
260853114893127680,0,2
260854134096420865,0,2
260858462626529280,0,2
260858781397811200,0,2
260859041419509760,0,2
260859695764480000,0,2
260860056449474560,0,2
260861667062210560,0,2
260861851607367680,1,2
260861872587304960,0,2
260836039864770560,0,2
260842700444688385,0,2
260842809488199680,0,2
260843358950400000,0,2
260846345261301760,0,2
260846940869238785,1,2
260856193520640000,1,2
260856575189729280,1,2
260856583561564160,0,2
260857376289210370,0,2
260857627951652865,0,2
260858961748705280,0,2
260863462236893185,0,2
260865693615001600,0,2
260866763141545985,0,2
260867132265472000,0,2
260867492967239680,0,2
260868524736651265,0,2
260869200019591170,0,2
260870353490944000,1,2
260870877774766080,1,2
260874031891353600,0,2
260874715554529280,0,2
260876804313722880,0,2
260876837859774465,0,2
260880457539928065,0,2
260880671457812480,0,2
260881292235796480,1,2
260881699083284480,1,2
260882043007815680,1,2
260883653620531200,1,2
260884010144788480,0,2
260468748878745600,1,2
260468853736366080,1,2
260470002950492160,1,2
260470007153172480,1,2
260470682457088000,0,2
260471387100155905,1,2
260471915578286080,0,2
260472611807580160,1,2
260472695706226690,0,2
260472641188659200,0,2
260473224184360960,0,2
260473459086336000,0,2
260473631031828480,1,2
260473664569483265,0,2
260473756848373760,1,2
260401962967777280,0,2
260403351282393088,0,1
261789178692526080,0,2
261789195436191745,0,2
261789195452968960,0,2
261789195465523200,0,2
261789203833159680,0,2
261789203833180160,0,2
261789224796299265,0,2
261789224813072385,0,2
261789229028372480,0,2
261789233197486080,0,2
261789233201680385,0,2
261789266747719680,0,2
261789279339028480,0,2
261789283533344770,0,2
261789308720148480,0,2
261789312889278465,0,2
261789321294659585,0,2
261789359047598080,0,2
261789359051796480,0,2
261789363225116675,0,2
261789384188231680,0,2
261789384205025280,0,2
261789388390952960,0,2
261789388411904000,0,2
261789413552578560,0,2
261789447115386880,0,2
262012886090649600,1,2
262017776649113600,1,2
260404844467208194,1,3
260402076226555905,0,1
260404987065151488,1,3
260404747989811200,1,3
260404882178207745,1,3
260403351282405376,0,1
263841900400885760,1,2
260958370956185600,1,2
260968298865377280,1,2
260971318772633600,1,2
260975492100915200,1,2
260989136159272960,1,2
260995205329735680,1,2
261036326273556480,1,2
261049278284308480,1,2
261055007695175680,1,2
261547515474739200,0,2
261554767397023745,1,2
261616071361064960,1,2
261625374335725570,0,2
261630726271795200,1,2
261650296881684480,1,2
261668898619944960,1,2
261700414615982080,1,2
261725119062343680,1,2
264511693009346560,0,2
260406648013742080,1,2
260406954197934080,1,2
260461782114652160,1,2
261244099494027265,0,2
263293688090869760,0,2
263358355899310080,1,2
260466748191555585,0,2
260467880641040385,0,2
260467918385602560,0,2
266037924758425600,1,2
266042970476789760,1,2
266103267803684865,0,2
266135962390773760,1,2
260402080387317760,0,1
266184964469575680,1,2
266238517326249985,1,2
266806375777198080,1,2
266956875772346370,1,2
261659616637747200,1,2
261663643148632065,1,2
261677190775726080,1,2
261709323334471680,1,2
261749106282741760,0,2
261795600155156480,1,2
261828273800110080,1,2
261837467689304065,1,2
261845625602191360,1,2
261847894741639170,0,2
261853678674264065,1,2
261855629034004480,0,2
261858611188346880,0,2
260418962486067200,0,2
260418970878894080,0,2
260419172192890880,0,2
260419218326028290,0,2
260419289645993985,0,2
260419381920686080,1,2
260403351290777600,0,1
260419763593953280,0,2
260419960738816000,1,2
260420002660884480,0,2
260420065567047680,0,2
260402030072442880,0,1
260402030076641280,0,1
260402030080819200,0,1
260402030064046080,0,1
260403351294988289,0,1
260402021671260160,0,1
260402017506304000,0,1
260403355451547649,0,1
260402013295243265,0,1
260402009117716480,0,1
260402004906635265,0,1
260402000724885505,0,1
260401996501237760,0,1
260401996534784000,0,1
260401992336302080,0,1
260402084602605568,0,1
260402218824515585,0,1
260402210414940160,0,1
260402210427514880,0,1
260402210444304385,0,1
260402210440110080,0,1
260402206229012480,0,1
260402206241587200,0,1
260402206250004480,0,1
260402206229032960,0,1
260402202030510080,0,1
260402197832028160,0,1
260402193629339650,0,1
260403355455729666,0,1
260402181046431745,0,1
260402181071585280,0,1
260402176852119555,0,1
260402176864686080,0,1
260402176864706560,0,1
260402176885657600,0,1
